agent.name,package.name,package.version,vulnerability.description,vulnerability.severity,vulnerability.id
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,GDI Elevation of Privilege Vulnerability,High,CVE-2023-29359
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows libarchive Remote Code Execution Vulnerability,High,CVE-2024-20696
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Runtime Remote Code Execution Vulnerability,High,CVE-2022-21971
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Remote Procedure Call Runtime Remote Code Execution Vulnerability,High,CVE-2024-20678
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37975
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Print Spooler Elevation of Privilege Vulnerability,Medium,CVE-2022-21999
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Access of resource using incompatible type ('type confusion') in Windows Push Notifications allows an authorized attacker to elevate privileges locally.,High,CVE-2025-50155
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-38184
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Use of uninitialized resource in Windows Routing and Remote Access Service (RRAS) allows an authorized attacker to disclose information over a network.,Medium,CVE-2025-53719
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30029
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-29999
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Use after free in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2025-53718
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Out-of-bounds read in Windows USB Video Driver allows an authorized attacker to elevate privileges with a physical attack.,Medium,CVE-2025-24987
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows SmartScreen Security Feature Bypass Vulnerability,High,CVE-2023-36025
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Remote Access Connection Manager Information Disclosure Vulnerability,Medium,CVE-2024-28902
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Kernel Streaming Service Driver Elevation of Privilege Vulnerability,High,CVE-2024-38244
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft Local Security Authority (LSA) Server Information Disclosure Vulnerability,Medium,CVE-2024-38118
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Remote Access Connection Manager Information Disclosure Vulnerability,Medium,CVE-2024-30069
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft WordPad Information Disclosure Vulnerability,Medium,CVE-2023-36563
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft ODBC Driver Remote Code Execution Vulnerability,High,CVE-2024-21451
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows DWM Core Library Elevation of Privilege Vulnerability,High,CVE-2024-30032
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft PostScript Printer Driver Remote Code Execution Vulnerability,High,CVE-2023-32017
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-38106
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Protection mechanism failure in Windows SmartScreen allows an unauthorized attacker to bypass a security feature over a network.,High,CVE-2025-49740
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,High,CVE-2024-38025
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Information Disclosure Vulnerability,Medium,CVE-2023-32019
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Core Messaging Elevation of Privileges Vulnerability,High,CVE-2025-21414
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Network Address Translation (NAT) Denial of Service Vulnerability,High,CVE-2024-43562
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows DNS Server Remote Code Execution Vulnerability,Medium,CVE-2024-26227
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft WDAC SQL Server ODBC Driver Remote Code Execution Vulnerability,High,CVE-2024-26214
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel-Mode Driver Elevation of Privilege Vulnerability,High,CVE-2024-30084
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,High,CVE-2025-21271
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2023-38142
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Defender Application Control (WDAC) Security Feature Bypass Vulnerability,Medium,CVE-2024-43645
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows DWM Core Library Elevation of Privilege Vulnerability,High,CVE-2023-36033
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Network Address Translation (NAT) Denial of Service Vulnerability,Medium,CVE-2024-21343
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows USB Generic Parent Driver Remote Code Execution Vulnerability,Medium,CVE-2024-21339
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Mark of the Web Security Feature Bypass Vulnerability,Medium,CVE-2024-30050
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Lightweight Directory Access Protocol (LDAP) Remote Code Execution Vulnerability,High,CVE-2024-49127
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows DNS Spoofing Vulnerability,High,CVE-2024-37968
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Win32k Elevation of Privilege Vulnerability,High,CVE-2024-30028
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2024-28924
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Printing Service Spoofing Vulnerability,High,CVE-2024-21406
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30009
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Time-of-check time-of-use (toctou) race condition in Windows Local Security Authority (LSA) allows an authorized attacker to elevate privileges locally.,High,CVE-2025-21191
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Use after free in Windows Win32 Kernel Subsystem allows an authorized attacker to elevate privileges locally.,High,CVE-2025-24044
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows NTFS Elevation of Privilege Vulnerability,High,CVE-2021-31956
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Improper access control in Windows Defender Application Control (WDAC) allows an unauthorized attacker to bypass a security feature locally.,High,CVE-2025-26678
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Error Reporting Service Elevation of Privilege Vulnerability,High,CVE-2023-36874
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft Windows Performance Data Helper Library Remote Code Execution Vulnerability,High,CVE-2024-38019
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,DHCP Server Service Denial of Service Vulnerability,High,CVE-2024-38236
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-30094
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Digital Media Elevation of Privilege Vulnerability,Medium,CVE-2025-21229
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,BitLocker Security Feature Bypass Vulnerability,Medium,CVE-2024-20665
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Uncontrolled resource consumption in Windows Deployment Services allows an unauthorized attacker to deny service locally.,Medium,CVE-2025-29957
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft Message Queuing (MSMQ) Elevation of Privilege Vulnerability,High,CVE-2024-21354
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Telephony Server Remote Code Execution Vulnerability,High,CVE-2025-21201
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows WLAN AutoConfig Service Information Disclosure Vulnerability,Medium,CVE-2025-21257
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2023-38139
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2025-21410
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,GDI+ Remote Code Execution Vulnerability,High,CVE-2025-21338
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Uncontrolled resource consumption in Windows Remote Desktop Services allows an unauthorized attacker to deny service over a network.,High,CVE-2025-53722
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Use after free in Windows Digital Media allows an authorized attacker to elevate privileges locally.,High,CVE-2025-27467
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,"
A division-by-zero error on some AMD processors can potentially return speculative data resulting in loss of confidentiality. 







",Medium,CVE-2023-20588
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-26189
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,"When curl retrieves an HTTP response, it stores the incoming headers so that
they can be accessed later via the libcurl headers API.

However, curl did not have a limit in how many or how large headers it would
accept in a response, allowing a malicious server to stream an endless series
of headers and eventually cause curl to run out of heap memory.",High,CVE-2023-38039
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Hyper-V Remote Code Execution Vulnerability.,High,CVE-2024-30092
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows SmartScreen Security Feature Bypass Vulnerability,High,CVE-2024-38180
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft OpenSSH for Windows Remote Code Execution Vulnerability,High,CVE-2024-43615
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,"A security feature bypass vulnerability exists in secure boot, aka 'Microsoft Secure Boot Security Feature Bypass Vulnerability'.",Medium,CVE-2020-0689
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Virtual Trusted Platform Module Denial of Service Vulnerability,Medium,CVE-2025-21280
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Protection mechanism failure in Windows BitLocker allows an unauthorized attacker to bypass a security feature with a physical attack.,Medium,CVE-2025-26637
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Information Disclosure Vulnerability,Medium,CVE-2023-38140
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Sensitive data storage in improperly locked memory in Microsoft Streaming Service allows an unauthorized attacker to deny service over a network.,Medium,CVE-2025-27471
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Core Messaging Elevation of Privileges Vulnerability,High,CVE-2025-21184
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-30068
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21361
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kerberos Information Disclosure Vulnerability,Medium,CVE-2025-21242
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Mark of the Web Security Feature Bypass Vulnerability,Medium,CVE-2023-36584
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows TCP/IP Information Disclosure Vulnerability,High,CVE-2024-38064
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Missing authorization in Windows StateRepository API allows an authorized attacker to perform tampering locally.,High,CVE-2025-49723
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Null pointer dereference in Windows Local Security Authority (LSA) allows an authorized attacker to deny service over a network.,Medium,CVE-2025-33057
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Hyper-V Denial of Service Vulnerability,High,CVE-2024-43567
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows GDI Elevation of Privilege Vulnerability,High,CVE-2023-29371
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2024-43627
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Pragmatic General Multicast (PGM) Remote Code Execution Vulnerability,High,CVE-2024-21357
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows USB Video Class System Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-43638
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Lightweight Directory Access Protocol (LDAP) Client Remote Code Execution Vulnerability,High,CVE-2024-49124
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Hyper-V Remote Code Execution Vulnerability,High,CVE-2024-30010
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-30012
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,NTLM Hash Disclosure Spoofing Vulnerability,Medium,CVE-2024-43451
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21303
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21367
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Kernel Streaming WOW Thunk Service Driver Elevation of Privilege Vulnerability,High,CVE-2024-38052
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Distributed Transaction Coordinator Remote Code Execution Vulnerability,Medium,CVE-2024-38049
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Remote Code Execution Vulnerability,Medium,CVE-2024-21341
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Integer overflow or wraparound in Virtual Hard Disk (VHDX) allows an unauthorized attacker to elevate privileges locally.,High,CVE-2025-49689
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-26166
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel-Mode Driver Information Disclosure Vulnerability,Medium,CVE-2024-43554
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Secure Boot Security Feature Bypass Vulnerability,Medium,CVE-2024-28921
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,"Bluetooth BR/EDR devices with Secure Simple Pairing and Secure Connections pairing in Bluetooth Core Specification 4.2 through 5.4 allow certain man-in-the-middle attacks that force a short key length, and might lead to discovery of the encryption key and live injection, aka BLUFFS.",Medium,CVE-2023-24023
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft Local Security Authority Subsystem Service Information Disclosure Vulnerability,Medium,CVE-2024-20692
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Use after free in Windows Notification allows an authorized attacker to elevate privileges locally.,High,CVE-2025-49726
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows CoreMessaging Information Disclosure  Vulnerability,Medium,CVE-2024-20694
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Trusted Compute Base Elevation of Privilege Vulnerability,Medium,CVE-2024-21304
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-30018
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Improper privilege management in Windows Remote Access Connection Manager allows an authorized attacker to elevate privileges locally.,High,CVE-2025-47955
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Information Disclosure Vulnerability,Medium,CVE-2024-21340
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Information Disclosure Vulnerability,Medium,CVE-2024-38041
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft ODBC Driver Remote Code Execution Vulnerability,High,CVE-2024-21440
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Remote Desktop Security Feature Bypass Vulnerability,Medium,CVE-2023-29352
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-30099
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Package Library Manager Information Disclosure Vulnerability,Medium,CVE-2024-38203
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Common Log File System Driver Elevation of Privilege Vulnerability,High,CVE-2024-49138
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21233
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Remote Desktop Client Remote Code Execution Vulnerability,High,CVE-2024-21307
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Cloud Files Mini Filter Driver Elevation of Privilege Vulnerability,High,CVE-2024-21310
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft ODBC Driver Remote Code Execution Vulnerability,High,CVE-2024-21347
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Out-of-bounds read in Windows Storage Management Provider allows an authorized attacker to disclose information locally.,Medium,CVE-2025-33055
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows USB Attached SCSI (UAS) Protocol Remote Code Execution Vulnerability,Medium,CVE-2024-21430
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows DWM Core Library Elevation of Privilege Vulnerability,High,CVE-2024-30035
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Cryptographic Services Information Disclosure Vulnerability,Medium,CVE-2024-21311
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Mobile Broadband Driver Remote Code Execution Vulnerability,Medium,CVE-2024-29997
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Protection mechanism failure in Windows Virtualization-Based Security (VBS) Enclave allows an authorized attacker to elevate privileges locally.,High,CVE-2025-47159
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Information Disclosure Vulnerability,Low,CVE-2021-31955
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37970
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft Windows SCSI Class System File Elevation of Privilege Vulnerability,High,CVE-2024-21434
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Hyper-V Denial of Service Vulnerability,High,CVE-2024-43521
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Server Key Distribution Service Security Feature Bypass,Medium,CVE-2024-21316
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,DHCP Server Service Denial of Service Vulnerability,High,CVE-2024-30070
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Common Log File System Driver Elevation of Privilege Vulnerability,High,CVE-2022-37969
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Telephony Service Remote Code Execution Vulnerability,High,CVE-2025-21266
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft ActiveX Data Objects Remote Code Execution Vulnerability,High,CVE-2024-21349
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Secure Boot Security Feature Bypass Vulnerability,High,CVE-2024-37987
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Elevation of Privilege Vulnerability,High,CVE-2024-20698
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Print Spooler Elevation of Privilege Vulnerability,High,CVE-2022-38028
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Remote Desktop Licensing Service Remote Code Execution Vulnerability,Critical,CVE-2024-38076
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Lightweight Directory Access Protocol (LDAP) Denial of Service Vulnerability,Medium,CVE-2024-21356
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Remote Desktop Services Tampering Vulnerability,Medium,CVE-2024-43456
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Resilient File System (ReFS) Elevation of Privilege Vulnerability,High,CVE-2024-43514
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Time-of-check time-of-use (toctou) race condition in Windows Virtual Machine Bus allows an unauthorized attacker to execute code locally.,High,CVE-2025-29833
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Microsoft WDAC OLE DB provider for SQL Server Remote Code Execution Vulnerability,High,CVE-2024-21360
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Graphics Component Elevation of Privilege Vulnerability,High,CVE-2024-38079
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Kernel Security Feature Bypass Vulnerability,Medium,CVE-2024-21362
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Null pointer dereference in Windows Ancillary Function Driver for WinSock allows an authorized attacker to elevate privileges locally.,High,CVE-2025-53141
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows Routing and Remote Access Service (RRAS) Remote Code Execution Vulnerability,High,CVE-2024-43607
vdi-will-ranger,Microsoft Windows Server 2019 Standard Evaluation 10.0.17763.737,10.0.17763.737,Windows USB Video Class System Driver Elevation of Privilege Vulnerability,Medium,CVE-2024-43637
